Manufacturer,Model,Capacity,Carrier,Like New Price,Good Price,Fair Price,Minor Damage Price,Damaged Price,Like New Deeplink,Good Deeplink,Fair Deeplink,Minor Damage Deeplink,Damaged Deeplink
Samsung,Galaxy S23,128GB,T-Mobile,100.0,80.0,30.0,25.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23/t-mobile/128gb/like-new,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23/t-mobile/128gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23/t-mobile/128gb/fair,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23/t-mobile/128gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23/t-mobile/128gb/damaged
Samsung,Galaxy S23,128GB,Verizon,50.0,30.0,15.0,5.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23/verizon/128gb/like-new,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23/verizon/128gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23/verizon/128gb/fair,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23/verizon/128gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23/verizon/128gb/damaged
Samsung,Galaxy S23,128GB,Unlocked,150.0,130.0,80.0,25.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23/unlocked/128gb/like-new,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23/unlocked/128gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23/unlocked/128gb/fair,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23/unlocked/128gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23/unlocked/128gb/damaged
Samsung,Galaxy S23,256GB,AT&T,115.0,95.0,45.0,25.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23/at-t/256gb/like-new,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23/at-t/256gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23/at-t/256gb/fair,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23/at-t/256gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23/at-t/256gb/damaged
Samsung,Galaxy S23,256GB,T-Mobile,115.0,95.0,45.0,25.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23/t-mobile/256gb/like-new,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23/t-mobile/256gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23/t-mobile/256gb/fair,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23/t-mobile/256gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23/t-mobile/256gb/damaged
Samsung,Galaxy S23,256GB,Verizon,65.0,45.0,30.0,16.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23/verizon/256gb/like-new,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23/verizon/256gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23/verizon/256gb/fair,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23/verizon/256gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23/verizon/256gb/damaged
Samsung,Galaxy S23,256GB,Unlocked,165.0,145.0,95.0,50.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23/unlocked/256gb/like-new,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23/unlocked/256gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23/unlocked/256gb/fair,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23/unlocked/256gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23/unlocked/256gb/damaged
Samsung,Galaxy S23 FE,128GB,AT&T,35.0,25.0,15.0,5.0,,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-fe/at-t/128gb/like-new,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-fe/at-t/128gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-fe/at-t/128gb/fair,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-fe/at-t/128gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-fe/at-t/128gb/damaged
Samsung,Galaxy S23 FE,128GB,T-Mobile,35.0,25.0,15.0,5.0,,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-fe/t-mobile/128gb/like-new,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-fe/t-mobile/128gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-fe/t-mobile/128gb/fair,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-fe/t-mobile/128gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-fe/t-mobile/128gb/damaged
Samsung,Galaxy S23 FE,128GB,Verizon,35.0,25.0,15.0,5.0,,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-fe/verizon/128gb/like-new,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-fe/verizon/128gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-fe/verizon/128gb/fair,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-fe/verizon/128gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-fe/verizon/128gb/damaged
Samsung,Galaxy S23 FE,128GB,Unlocked,95.0,85.0,55.0,15.0,,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-fe/unlocked/128gb/like-new,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-fe/unlocked/128gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-fe/unlocked/128gb/fair,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-fe/unlocked/128gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-fe/unlocked/128gb/damaged
Samsung,Galaxy S23 FE,256GB,AT&T,45.0,35.0,15.0,10.0,,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-fe/at-t/256gb/like-new,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-fe/at-t/256gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-fe/at-t/256gb/fair,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-fe/at-t/256gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-fe/at-t/256gb/damaged
Samsung,Galaxy S23 FE,256GB,T-Mobile,45.0,35.0,15.0,10.0,,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-fe/t-mobile/256gb/like-new,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-fe/t-mobile/256gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-fe/t-mobile/256gb/fair,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-fe/t-mobile/256gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-fe/t-mobile/256gb/damaged
Samsung,Galaxy S23 FE,256GB,Verizon,45.0,35.0,15.0,10.0,,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-fe/verizon/256gb/like-new,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-fe/verizon/256gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-fe/verizon/256gb/fair,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-fe/verizon/256gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-fe/verizon/256gb/damaged
Samsung,Galaxy S23 FE,256GB,Unlocked,105.0,95.0,65.0,15.0,,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-fe/unlocked/256gb/like-new,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-fe/unlocked/256gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-fe/unlocked/256gb/fair,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-fe/unlocked/256gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-fe/unlocked/256gb/damaged
Samsung,Galaxy S23 Plus,256GB,AT&T,185.0,155.0,90.0,60.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-plus/at-t/256gb/like-new,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-plus/at-t/256gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-plus/at-t/256gb/fair,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-plus/at-t/256gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-plus/at-t/256gb/damaged
Samsung,Galaxy S23 Plus,256GB,T-Mobile,110.0,80.0,45.0,30.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-plus/t-mobile/256gb/like-new,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-plus/t-mobile/256gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-plus/t-mobile/256gb/fair,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-plus/t-mobile/256gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-plus/t-mobile/256gb/damaged
Samsung,Galaxy S23 Plus,256GB,Verizon,110.0,80.0,45.0,30.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-plus/verizon/256gb/like-new,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-plus/verizon/256gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-plus/verizon/256gb/fair,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-plus/verizon/256gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-plus/verizon/256gb/damaged
Samsung,Galaxy S23 Plus,256GB,Unlocked,215.0,185.0,130.0,80.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-plus/unlocked/256gb/like-new,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-plus/unlocked/256gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-plus/unlocked/256gb/fair,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-plus/unlocked/256gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-plus/unlocked/256gb/damaged
Samsung,Galaxy S23 Plus,512GB,AT&T,210.0,180.0,115.0,65.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-plus/at-t/512gb/like-new,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-plus/at-t/512gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-plus/at-t/512gb/fair,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-plus/at-t/512gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-plus/at-t/512gb/damaged
Samsung,Galaxy S23 Plus,512GB,T-Mobile,135.0,105.0,65.0,35.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-plus/t-mobile/512gb/like-new,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-plus/t-mobile/512gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-plus/t-mobile/512gb/fair,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-plus/t-mobile/512gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-plus/t-mobile/512gb/damaged
Samsung,Galaxy S23 Plus,512GB,Verizon,135.0,105.0,65.0,35.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-plus/verizon/512gb/like-new,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-plus/verizon/512gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-plus/verizon/512gb/fair,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-plus/verizon/512gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-plus/verizon/512gb/damaged
Samsung,Galaxy S23 Plus,512GB,Unlocked,240.0,210.0,155.0,85.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-plus/unlocked/512gb/like-new,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-plus/unlocked/512gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-plus/unlocked/512gb/fair,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-plus/unlocked/512gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-plus/unlocked/512gb/damaged
Samsung,Galaxy S23 Ultra,256GB,AT&T,180.0,140.0,80.0,20.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-ultra/at-t/256gb/like-new,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-ultra/at-t/256gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-ultra/at-t/256gb/fair,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-ultra/at-t/256gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-ultra/at-t/256gb/damaged
Samsung,Galaxy S23 Ultra,256GB,T-Mobile,155.0,115.0,55.0,20.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-ultra/t-mobile/256gb/like-new,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-ultra/t-mobile/256gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-ultra/t-mobile/256gb/fair,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-ultra/t-mobile/256gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-ultra/t-mobile/256gb/damaged
Samsung,Galaxy S23 Ultra,256GB,Verizon,155.0,115.0,55.0,20.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-ultra/verizon/256gb/like-new,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-ultra/verizon/256gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-ultra/verizon/256gb/fair,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-ultra/verizon/256gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-ultra/verizon/256gb/damaged
Samsung,Galaxy S23 Ultra,256GB,Unlocked,230.0,190.0,130.0,30.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-ultra/unlocked/256gb/like-new,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-ultra/unlocked/256gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-ultra/unlocked/256gb/fair,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-ultra/unlocked/256gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-ultra/unlocked/256gb/damaged
Samsung,Galaxy S23 Ultra,512GB,AT&T,200.0,160.0,100.0,20.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-ultra/at-t/512gb/like-new,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-ultra/at-t/512gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-ultra/at-t/512gb/fair,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-ultra/at-t/512gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-ultra/at-t/512gb/damaged
Samsung,Galaxy S23 Ultra,512GB,T-Mobile,175.0,135.0,75.0,20.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-ultra/t-mobile/512gb/like-new,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-ultra/t-mobile/512gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-ultra/t-mobile/512gb/fair,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-ultra/t-mobile/512gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-ultra/t-mobile/512gb/damaged
Samsung,Galaxy S23 Ultra,512GB,Verizon,175.0,135.0,75.0,20.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-ultra/verizon/512gb/like-new,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-ultra/verizon/512gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-ultra/verizon/512gb/fair,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-ultra/verizon/512gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-ultra/verizon/512gb/damaged
Samsung,Galaxy S23 Ultra,512GB,Unlocked,250.0,210.0,150.0,30.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-ultra/unlocked/512gb/like-new,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-ultra/unlocked/512gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-ultra/unlocked/512gb/fair,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-ultra/unlocked/512gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-ultra/unlocked/512gb/damaged
Samsung,Galaxy S23 Ultra,1TB,AT&T,240.0,200.0,140.0,20.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-ultra/at-t/1tb/like-new,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-ultra/at-t/1tb/good-condition,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-ultra/at-t/1tb/fair,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-ultra/at-t/1tb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-ultra/at-t/1tb/damaged
Samsung,Galaxy S23 Ultra,1TB,T-Mobile,215.0,175.0,115.0,20.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-ultra/t-mobile/1tb/like-new,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-ultra/t-mobile/1tb/good-condition,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-ultra/t-mobile/1tb/fair,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-ultra/t-mobile/1tb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-ultra/t-mobile/1tb/damaged
Samsung,Galaxy S23 Ultra,1TB,Verizon,215.0,175.0,115.0,20.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-ultra/verizon/1tb/like-new,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-ultra/verizon/1tb/good-condition,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-ultra/verizon/1tb/fair,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-ultra/verizon/1tb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-ultra/verizon/1tb/damaged
Samsung,Galaxy S23 Ultra,1TB,Unlocked,290.0,250.0,190.0,30.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-ultra/unlocked/1tb/like-new,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-ultra/unlocked/1tb/good-condition,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-ultra/unlocked/1tb/fair,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-ultra/unlocked/1tb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-ultra/unlocked/1tb/damaged
Samsung,Galaxy S24,128GB,AT&T,155.0,125.0,70.0,30.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24/at-t/128gb/like-new,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24/at-t/128gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24/at-t/128gb/fair,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24/at-t/128gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24/at-t/128gb/damaged
Samsung,Galaxy S24,128GB,T-Mobile,150.0,120.0,65.0,30.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24/t-mobile/128gb/like-new,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24/t-mobile/128gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24/t-mobile/128gb/fair,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24/t-mobile/128gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24/t-mobile/128gb/damaged
Samsung,Galaxy S24,128GB,Verizon,150.0,120.0,65.0,30.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24/verizon/128gb/like-new,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24/verizon/128gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24/verizon/128gb/fair,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24/verizon/128gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24/verizon/128gb/damaged
Samsung,Galaxy S24,128GB,Unlocked,230.0,200.0,145.0,80.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24/unlocked/128gb/like-new,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24/unlocked/128gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24/unlocked/128gb/fair,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24/unlocked/128gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24/unlocked/128gb/damaged
Samsung,Galaxy S24,256GB,AT&T,185.0,155.0,100.0,40.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24/at-t/256gb/like-new,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24/at-t/256gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24/at-t/256gb/fair,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24/at-t/256gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24/at-t/256gb/damaged
Samsung,Galaxy S24,256GB,T-Mobile,180.0,150.0,95.0,40.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24/t-mobile/256gb/like-new,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24/t-mobile/256gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24/t-mobile/256gb/fair,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24/t-mobile/256gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24/t-mobile/256gb/damaged
Samsung,Galaxy S24,256GB,Verizon,180.0,150.0,95.0,40.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24/verizon/256gb/like-new,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24/verizon/256gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24/verizon/256gb/fair,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24/verizon/256gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24/verizon/256gb/damaged
Samsung,Galaxy S24,256GB,Unlocked,260.0,230.0,175.0,90.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24/unlocked/256gb/like-new,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24/unlocked/256gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24/unlocked/256gb/fair,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24/unlocked/256gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24/unlocked/256gb/damaged
Samsung,Galaxy S24 Fe,128GB,AT&T,95.0,65.0,20.0,15.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24-fe/at-t/128gb/like-new,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24-fe/at-t/128gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24-fe/at-t/128gb/fair,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24-fe/at-t/128gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24-fe/at-t/128gb/damaged
Samsung,Galaxy S24 Fe,128GB,T-Mobile,75.0,45.0,30.0,20.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24-fe/t-mobile/128gb/like-new,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24-fe/t-mobile/128gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24-fe/t-mobile/128gb/fair,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24-fe/t-mobile/128gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24-fe/t-mobile/128gb/damaged
Samsung,Galaxy S24 Fe,128GB,Verizon,75.0,45.0,30.0,20.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24-fe/verizon/128gb/like-new,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24-fe/verizon/128gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24-fe/verizon/128gb/fair,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24-fe/verizon/128gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24-fe/verizon/128gb/damaged
Samsung,Galaxy S24 Fe,128GB,Unlocked,190.0,160.0,100.0,30.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24-fe/unlocked/128gb/like-new,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24-fe/unlocked/128gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24-fe/unlocked/128gb/fair,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24-fe/unlocked/128gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24-fe/unlocked/128gb/damaged
