Manufacturer,Model,Capacity,Carrier,Like New Price,Good Price,Fair Price,Minor Damage Price,Damaged Price,Like New Deeplink,Good Deeplink,Fair Deeplink,Minor Damage Deeplink,Damaged Deeplink
Apple,iPhone 12 Pro,256GB,T-Mobile,140.0,120.0,70.0,30.0,20.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro/t-mobile/256gb/like-new,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro/t-mobile/256gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro/t-mobile/256gb/fair,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro/t-mobile/256gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro/t-mobile/256gb/damaged
Apple,iPhone 12 Pro,256GB,Verizon,210.0,190.0,140.0,60.0,20.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro/verizon/256gb/like-new,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro/verizon/256gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro/verizon/256gb/fair,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro/verizon/256gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro/verizon/256gb/damaged
Apple,iPhone 12 Pro,256GB,Unlocked,210.0,190.0,140.0,60.0,20.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro/unlocked/256gb/like-new,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro/unlocked/256gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro/unlocked/256gb/fair,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro/unlocked/256gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro/unlocked/256gb/damaged
Apple,iPhone 12 Pro,512GB,AT&T,180.0,160.0,110.0,35.0,20.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro/at-t/512gb/like-new,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro/at-t/512gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro/at-t/512gb/fair,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro/at-t/512gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro/at-t/512gb/damaged
Apple,iPhone 12 Pro,512GB,T-Mobile,150.0,130.0,80.0,35.0,20.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro/t-mobile/512gb/like-new,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro/t-mobile/512gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro/t-mobile/512gb/fair,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro/t-mobile/512gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro/t-mobile/512gb/damaged
Apple,iPhone 12 Pro,512GB,Verizon,220.0,200.0,150.0,65.0,20.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro/verizon/512gb/like-new,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro/verizon/512gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro/verizon/512gb/fair,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro/verizon/512gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro/verizon/512gb/damaged
Apple,iPhone 12 Pro,512GB,Unlocked,220.0,200.0,150.0,65.0,20.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro/unlocked/512gb/like-new,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro/unlocked/512gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro/unlocked/512gb/fair,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro/unlocked/512gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro/unlocked/512gb/damaged
Apple,iPhone 12 Pro Max,128GB,AT&T,205.0,175.0,115.0,60.0,20.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro-max/at-t/128gb/like-new,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro-max/at-t/128gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro-max/at-t/128gb/fair,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro-max/at-t/128gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro-max/at-t/128gb/damaged
Apple,iPhone 12 Pro Max,128GB,T-Mobile,150.0,120.0,60.0,40.0,20.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro-max/t-mobile/128gb/like-new,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro-max/t-mobile/128gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro-max/t-mobile/128gb/fair,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro-max/t-mobile/128gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro-max/t-mobile/128gb/damaged
Apple,iPhone 12 Pro Max,128GB,Verizon,225.0,195.0,135.0,60.0,20.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro-max/verizon/128gb/like-new,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro-max/verizon/128gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro-max/verizon/128gb/fair,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro-max/verizon/128gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro-max/verizon/128gb/damaged
Apple,iPhone 12 Pro Max,128GB,Unlocked,245.0,215.0,155.0,80.0,20.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro-max/unlocked/128gb/like-new,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro-max/unlocked/128gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro-max/unlocked/128gb/fair,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro-max/unlocked/128gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro-max/unlocked/128gb/damaged
Apple,iPhone 12 Pro Max,256GB,AT&T,225.0,195.0,125.0,60.0,20.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro-max/at-t/256gb/like-new,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro-max/at-t/256gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro-max/at-t/256gb/fair,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro-max/at-t/256gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro-max/at-t/256gb/damaged
Apple,iPhone 12 Pro Max,256GB,T-Mobile,170.0,140.0,70.0,40.0,20.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro-max/t-mobile/256gb/like-new,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro-max/t-mobile/256gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro-max/t-mobile/256gb/fair,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro-max/t-mobile/256gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro-max/t-mobile/256gb/damaged
Apple,iPhone 12 Pro Max,256GB,Verizon,245.0,215.0,145.0,60.0,20.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro-max/verizon/256gb/like-new,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro-max/verizon/256gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro-max/verizon/256gb/fair,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro-max/verizon/256gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro-max/verizon/256gb/damaged
Apple,iPhone 12 Pro Max,256GB,Unlocked,265.0,235.0,165.0,80.0,20.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro-max/unlocked/256gb/like-new,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro-max/unlocked/256gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro-max/unlocked/256gb/fair,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro-max/unlocked/256gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro-max/unlocked/256gb/damaged
Apple,iPhone 12 Pro Max,512GB,AT&T,240.0,215.0,145.0,65.0,20.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro-max/at-t/512gb/like-new,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro-max/at-t/512gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro-max/at-t/512gb/fair,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro-max/at-t/512gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro-max/at-t/512gb/damaged
Apple,iPhone 12 Pro Max,512GB,T-Mobile,185.0,170.0,90.0,45.0,20.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro-max/t-mobile/512gb/like-new,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro-max/t-mobile/512gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro-max/t-mobile/512gb/fair,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro-max/t-mobile/512gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro-max/t-mobile/512gb/damaged
Apple,iPhone 12 Pro Max,512GB,Verizon,260.0,235.0,165.0,65.0,20.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro-max/verizon/512gb/like-new,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro-max/verizon/512gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro-max/verizon/512gb/fair,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro-max/verizon/512gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro-max/verizon/512gb/damaged
Apple,iPhone 12 Pro Max,512GB,Unlocked,280.0,255.0,185.0,85.0,20.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro-max/unlocked/512gb/like-new,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro-max/unlocked/512gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro-max/unlocked/512gb/fair,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro-max/unlocked/512gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro-max/unlocked/512gb/damaged
Apple,iPhone 13,128GB,AT&T,155.0,125.0,70.0,30.0,5.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-13/at-t/128gb/like-new,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-13/at-t/128gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-13/at-t/128gb/fair,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-13/at-t/128gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-13/at-t/128gb/damaged
Apple,iPhone 13,128GB,T-Mobile,135.0,105.0,50.0,20.0,5.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-13/t-mobile/128gb/like-new,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-13/t-mobile/128gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-13/t-mobile/128gb/fair,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-13/t-mobile/128gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-13/t-mobile/128gb/damaged
