id,model_id,carrier,storage
3189,486,i7 3.5GHz,8GB
3190,486,i5 3.3GHz,8GB
3191,486,i7 2.5GHz,8GB
3192,487,i7 3.1GHz,16GB
3193,487,i7 2.8GHz,16GB
3194,487,i7 2.9GHz,16GB
3195,488,i5 2.9GHz,16GB
3196,488,i5 2.3GHz,16GB
3197,488,i7 2.7GHz,16GB
3198,488,i5 2.9GHz,8GB
3199,488,i5 2.3GHz,8GB
3200,488,i7 2.7GHz,8GB
3201,489,i7 2.6GHz,32GB
3202,489,i7 2.2GHz,32GB
3203,489,i9 2.9GHz,32GB
3204,489,i7 2.6GHz,16GB
3205,489,i7 2.2GHz,16GB
3206,489,i9 2.9GHz,16GB
3207,490,i5 1.4GHz,16GB
3208,490,i5 2.8GHz,16GB
3209,490,i7 1.7GHz,16GB
3210,490,i5 2.4GHz,16GB
3211,490,i7 2.8GHz,16GB
3212,490,i5 1.4GHz,8GB
3213,490,i5 2.8GHz,8GB
3214,490,i7 1.7GHz,8GB
3215,490,i5 2.4GHz,8GB
3216,490,i7 2.8GHz,8GB
3217,491,i7 2.6GHz,32GB
3218,491,i9 2.3GHz,32GB
3219,491,i9 2.4GHz,32GB
3220,491,i7 2.6GHz,16GB
3221,491,i9 2.3GHz,16GB
3222,491,i9 2.4GHz,16GB
3223,492,i7 2.6GHz,32GB
3224,492,i9 2.3GHz,32GB
3225,492,i9 2.4GHz,32GB
3226,492,i7 2.6GHz,64GB
3227,492,i9 2.3GHz,64GB
3228,492,i9 2.4GHz,64GB
3229,492,i7 2.6GHz,16GB
3230,492,i9 2.3GHz,16GB
3231,492,i9 2.4GHz,16GB
3232,493,i5 1.4GHz,32GB
3233,493,M1 3.2GHz 8-Core GPU,32GB
3234,493,i7 2.3GHz,32GB
3235,493,i7 1.7GHz,32GB
3236,493,i5 2.0GHz,32GB
3237,493,i5 1.4GHz,16GB
3238,493,M1 3.2GHz 8-Core GPU,16GB
3239,493,i7 2.3GHz,16GB
3240,493,i7 1.7GHz,16GB
3241,493,i5 2.0GHz,16GB
3242,493,i5 1.4GHz,8GB
3243,493,M1 3.2GHz 8-Core GPU,8GB
3244,493,i7 2.3GHz,8GB
3245,493,i7 1.7GHz,8GB
3246,493,i5 2.0GHz,8GB
3247,494,M1 Max 10-Core CPU 24-Core GPU,32GB
3248,494,M1 Max 10-Core CPU 32-Core GPU,32GB
3249,494,M1 Pro 10-Core CPU 14-Core GPU,32GB
3250,494,M1 Pro 10-Core CPU 16-Core GPU,32GB
3251,494,M1 Pro 8-Core CPU 14-Core GPU,32GB
3252,494,M1 Max 10-Core CPU 24-Core GPU,64GB
3253,494,M1 Max 10-Core CPU 32-Core GPU,64GB
3254,494,M1 Max 10-Core CPU 24-Core GPU,16GB
3255,494,M1 Pro 10-Core CPU 14-Core GPU,16GB
3256,494,M1 Pro 10-Core CPU 16-Core GPU,16GB
3257,494,M1 Pro 8-Core CPU 14-Core GPU,16GB
3258,495,M1 Max 10-Core CPU 24-Core GPU,32GB
3259,495,M1 Max 10-Core CPU 32-Core GPU,32GB
3260,495,M1 Pro 10-Core CPU 16-Core GPU,32GB
3261,495,M1 Max 10-Core CPU 24-Core GPU,64GB
3262,495,M1 Max 10-Core CPU 32-Core GPU,64GB
3263,495,M1 Pro 10-Core CPU 16-Core GPU,16GB
3264,496,M2 8-Core CPU 10-Core GPU,8GB
3265,496,M2 8-Core CPU 8-Core GPU,8GB
3266,496,M2 8-Core CPU 10-Core GPU,16GB
3267,496,M2 8-Core CPU 8-Core GPU,16GB
3268,496,M2 8-Core CPU 10-Core GPU,24GB
3269,496,M2 8-Core CPU 8-Core GPU,24GB
3270,497,M2 Pro 10-Core CPU 16-Core GPU,32GB
3271,497,M2 Pro 12-Core CPU 19-Core GPU,32GB
3272,497,M2 Max 12-Core CPU 30-Core GPU,32GB
3273,497,M2 Max 12-Core CPU 38-Core GPU,32GB
3274,497,M2 Max 12-Core CPU 30-Core GPU,64GB
3275,497,M2 Max 12-Core CPU 38-Core GPU,64GB
3276,497,M3 Max 16-Core CPU 40-Core GPU,64GB
3277,497,M2 Pro 10-Core CPU 16-Core GPU,16GB
3278,497,M2 Pro 12-Core CPU 19-Core GPU,16GB
3279,497,M3 8-Core CPU 10-Core GPU,16GB
3280,497,M3 Max 16-Core CPU 40-Core GPU,128GB
3281,497,M3 8-Core CPU 10-Core GPU,8GB
3282,497,M3 8-Core CPU 10-Core GPU,24GB
3283,497,M2 Max 12-Core CPU 30-Core GPU,96GB
3284,497,M2 Max 12-Core CPU 38-Core GPU,96GB
3285,497,M3 Max 14-Core CPU 30-Core GPU,96GB
3286,497,M3 Max 16-Core CPU 40-Core GPU,48GB
3287,497,M3 Pro 11-Core CPU 14-Core GPU,18GB
3288,497,M3 Pro 12-Core CPU 18-Core GPU,18GB
3289,497,M3 Pro 11-Core CPU 14-Core GPU,36GB
3290,497,M3 Pro 12-Core CPU 18-Core GPU,36GB
3291,497,M3 Max 14-Core CPU 30-Core GPU,36GB
3292,498,M2 Max 12-Core CPU 30-Core GPU,32GB
3293,498,M2 Max 12-Core CPU 38-Core GPU,32GB
3294,498,M2 Pro 10-Core CPU 19-Core GPU,32GB
3295,498,M2 Max 12-Core CPU 30-Core GPU,64GB
3296,498,M2 Max 12-Core CPU 38-Core GPU,64GB
3297,498,M3 Max 16-Core CPU 40-Core GPU,64GB
3298,498,M2 Pro 10-Core CPU 19-Core GPU,16GB
3299,498,M3 Max 16-Core CPU 40-Core GPU,128GB
3300,498,M2 Max 12-Core CPU 30-Core GPU,96GB
3301,498,M2 Max 12-Core CPU 38-Core GPU,96GB
3302,498,M3 Max 14-Core CPU 30-Core GPU,96GB
3303,498,M3 Max 16-Core CPU 40-Core GPU,48GB
3304,498,M3 Pro 12-Core CPU 18-Core GPU,18GB
3305,498,M3 Pro 12-Core CPU 18-Core GPU,36GB
3306,498,M3 Max 14-Core CPU 30-Core GPU,36GB
3307,499,-,4GB
3308,499,-,8GB
3309,500,-,8GB
3310,500,-,16GB
3311,501,-,8GB
3312,501,-,16GB
3313,502,-,8GB
3314,502,-,16GB
3315,503,-,8GB
3316,504,-,16GB
3317,505,-,8GB
3318,505,-,16GB
3319,506,-,8GB
3320,506,-,16GB
3321,506,-,32GB
3322,507,-,16GB
3323,507,-,256GB
3324,508,-,32GB
3325,508,-,1TB
3326,508,-,2TB
3327,509,-,16GB
3328,509,-,256GB
3329,510,-,32GB
3330,510,-,512GB
3331,510,-,1TB
3332,510,-,2TB
3333,511,-,64GB
3334,511,-,4GB
3335,512,-,128GB
3336,512,-,8GB
3337,513,-,64GB
3338,513,-,16GB
3339,513,-,128GB
3340,513,-,256GB
3341,513,-,8GB
3342,513,-,4GB
3343,514,-,-
3344,514,-,128GB
3345,514,-,256GB
3346,514,-,128GB SSD
3347,514,-,256GB SSD
3348,515,-,-
3349,515,-,128GB
3350,515,-,256GB
3351,515,-,128GB SSD
3352,515,-,256GB SSD
3353,516,-,16GB
3354,516,-,128GB
3355,516,-,256GB
3356,516,-,8GB
3357,517,-,16GB
3358,517,-,256GB
3359,517,-,512GB
3360,517,-,1TB
3361,517,-,8GB
3362,518,-,256GB
3363,518,-,8GB
3364,519,-,32GB
3365,519,-,16GB
3366,519,-,512GB
3367,519,-,1TB
3368,520,-,32GB
3369,520,-,16GB
3370,520,-,256GB
3371,520,-,512GB
3372,520,-,1TB
3373,520,-,2TB
3374,521,-,8GB
3375,521,-,16GB
3376,522,-,8GB
3377,522,-,16GB
3378,523,-,8GB
3379,523,-,16GB
3380,524,-,4GB
3381,524,-,8GB
3382,524,-,16GB
3383,525,-,16GB
3384,525,-,256GB
3385,525,-,512GB
3386,526,-,512GB
3387,526,-,1TB
3388,526,-,2TB
3389,527,i5 3.4GHz,40GB
3390,527,i5 2.3GHz,24GB
3391,527,i5 3.0GHz,24GB
3392,527,i5 3.4GHz,24GB
3393,527,i7 3.6GHz,24GB
3394,528,-,-
3395,529,-,-
3396,529,i5 3.5GHz,40GB
3397,530,i5 3.2GHz,64GB
3398,530,i5 3.2GHz,16GB
3399,530,i5 3.2GHz,128GB
3400,531,i7 4.0GHz,32GB
3401,531,i7 4.0GHz,64GB
3402,531,i7 4.0GHz,128GB
3403,531,i7 4.0GHz,8GB
3404,531,i7 4.0GHz,40GB
3405,531,i5 3.8GHz,40GB
3406,531,i7 4.2GHz,40GB
3407,531,i7 4.0GHz,24GB
3408,532,M3 8-Core CPU 10-Core GPU,16GB
3409,532,M3 8-Core CPU 8-Core GPU,16GB
3410,532,M3 10-Core CPU 16-Core GPU,16GB
3411,532,M3 8-Core CPU 10-Core GPU,8GB
3412,532,M3 8-Core CPU 8-Core GPU,8GB
3413,532,M3 10-Core CPU 16-Core GPU,8GB
3414,532,M3 8-Core CPU 10-Core GPU,24GB
3415,532,M3 8-Core CPU 8-Core GPU,24GB
3416,532,M3 10-Core CPU 16-Core GPU,24GB
3417,533,-,-
3418,534,-,1GB
3419,534,-,2GB
3420,535,M2 8-Core CPU 10-Core GPU,32GB
3421,535,M2 10-Core CPU 16-Core GPU,32GB
3422,535,M2 12-Core CPU 19-Core GPU,32GB
3423,535,M2 Pro 10-Core CPU 16-Core GPU,32GB
3424,535,M2 Pro 12-Core CPU 19-Core GPU,32GB
3425,535,M2 8-Core CPU 10-Core GPU,16GB
3426,535,M2 10-Core CPU 16-Core GPU,16GB
3427,535,M2 12-Core CPU 19-Core GPU,16GB
3428,535,M2 Pro 10-Core CPU 16-Core GPU,16GB
3429,535,M2 Pro 12-Core CPU 19-Core GPU,16GB
3430,535,M2 8-Core CPU 10-Core GPU,8GB
3431,535,M2 8-Core CPU 10-Core GPU,24GB
3432,535,M2 10-Core CPU 16-Core GPU,24GB
3433,535,M2 12-Core CPU 19-Core GPU,24GB
3434,535,M2 Pro 10-Core CPU 16-Core GPU,24GB
3435,536,M1 Max 10-Core CPU 32-Core GPU,32GB
3436,536,M1 Max 10-Core CPU 32-Core GPU,64GB
3437,536,M1 Ultra 20-Core CPU 32-Core CPU,64GB
3438,536,M1 Ultra 20-Core CPU 64-Core CPU,64GB
3439,536,M1 Ultra 20-Core CPU 32-Core CPU,128GB
3440,536,M1 Ultra 20-Core CPU 64-Core CPU,128GB
3441,537,M2 Max 12-Core CPU 30-Core GPU,32GB
3442,537,M2 Max 12-Core CPU 38-Core GPU,32GB
3443,537,M2 Max 12-Core CPU 30-Core GPU,64GB
3444,537,M2 Max 12-Core CPU 38-Core GPU,64GB
3445,537,M2 Ultra 24-Core CPU 60-Core GPU,64GB
3446,537,M2 Ultra 24-Core CPU 76-Core GPU,64GB
3447,537,M2 Ultra 24-Core CPU 60-Core GPU,128GB
3448,537,M2 Ultra 24-Core CPU 76-Core GPU,128GB
3449,537,M2 Max 12-Core CPU 30-Core GPU,96GB
3450,537,M2 Max 12-Core CPU 38-Core GPU,96GB
3451,537,M2 Ultra 24-Core CPU 60-Core GPU,192GB
3452,537,M2 Ultra 24-Core CPU 76-Core GPU,192GB
3453,538,-,-
3454,539,-,-
3455,540,-,-
3456,541,-,32GB
3457,541,-,16GB
3458,541,-,8GB
3459,541,-,12GB
3460,541,-,6GB
3461,541,-,10GB
3462,542,-,32GB
3463,542,-,64GB
3464,542,-,16GB
3465,542,-,8GB
3466,542,-,12GB
3467,542,-,24GB
3468,542,-,10GB
3469,543,12-Core Xeon,96GB
3470,544,-,0
3471,545,-,32GB
3472,545,-,64GB
3473,546,-,32GB
3474,546,-,64GB
3475,547,-,-
3476,548,-,-
3477,549,-,-
3478,550,-,-
3479,551,-,-
3480,552,-,-
3481,553,-,-
3482,554,-,-
3483,555,-,-
3484,556,-,-
3485,557,-,-
3486,558,-,-
3487,559,-,-
3488,560,-,-
3489,561,-,-
3490,562,-,-
3491,563,-,-
3492,564,-,-
3493,565,-,-
