id,model_id,carrier,storage
1053,87,Other,256GB
1054,87,Unlocked,256GB
1055,87,AT&T,512GB
1056,87,T-Mobile,512GB
1057,87,Verizon,512GB
1058,87,Other,512GB
1059,87,Unlocked,512GB
1060,87,AT&T,1TB
1061,87,T-Mobile,1TB
1062,87,Verizon,1TB
1063,87,Other,1TB
1064,87,Unlocked,1TB
1065,88,AT&T,256GB
1066,88,T-Mobile,256GB
1067,88,Verizon,256GB
1068,88,Other,256GB
1069,88,Unlocked,256GB
1070,88,AT&T,512GB
1071,88,T-Mobile,512GB
1072,88,Verizon,512GB
1073,88,Other,512GB
1074,88,Unlocked,512GB
1075,88,AT&T,1TB
1076,88,T-Mobile,1TB
1077,88,Verizon,1TB
1078,88,Other,1TB
1079,88,Unlocked,1TB
1080,89,Unlocked,256GB
1081,90,Unlocked,128GB
1082,91,Unlocked,128GB
1083,92,Unlocked,128GB
1084,93,Unlocked,64GB
1085,94,AT&T,64GB
1086,94,T-Mobile,64GB
1087,94,Verizon,64GB
1088,94,Other,64GB
1089,94,Unlocked,64GB
1090,94,AT&T,128GB
1091,94,T-Mobile,128GB
1092,94,Verizon,128GB
1093,94,Other,128GB
1094,94,Unlocked,128GB
1095,95,AT&T,64GB
1096,95,T-Mobile,64GB
1097,95,Verizon,64GB
1098,95,Other,64GB
1099,95,Unlocked,64GB
1100,95,AT&T,128GB
1101,95,T-Mobile,128GB
1102,95,Verizon,128GB
1103,95,Other,128GB
1104,95,Unlocked,128GB
1105,96,T-Mobile,128GB
1106,96,Other,128GB
1107,96,Unlocked,128GB
1108,97,AT&T,64GB
1109,97,T-Mobile,64GB
1110,97,Verizon,64GB
1111,97,Other,64GB
1112,97,Unlocked,64GB
1113,98,AT&T,64GB
1114,98,T-Mobile,64GB
1115,98,Verizon,64GB
1116,98,Other,64GB
1117,98,Unlocked,64GB
1118,99,AT&T,128GB
1119,99,T-Mobile,128GB
1120,99,Verizon,128GB
1121,99,Other,128GB
1122,99,Unlocked,128GB
1123,100,Unlocked,32GB
1124,101,Unlocked,64GB
1125,102,Unlocked,32GB
1126,103,Unlocked,64GB
1127,104,AT&T,32GB
1128,104,T-Mobile,32GB
1129,104,Verizon,32GB
1130,104,Other,32GB
1131,104,Unlocked,32GB
1132,104,AT&T,64GB
1133,104,T-Mobile,64GB
1134,104,Verizon,64GB
1135,104,Other,64GB
1136,104,Unlocked,64GB
1137,104,AT&T,128GB
1138,104,T-Mobile,128GB
1139,104,Verizon,128GB
1140,104,Other,128GB
1141,104,Unlocked,128GB
1142,104,AT&T,256GB
1143,104,T-Mobile,256GB
1144,104,Verizon,256GB
1145,104,Other,256GB
1146,104,Unlocked,256GB
1147,105,AT&T,128GB
1148,105,T-Mobile,128GB
1149,105,Verizon,128GB
1150,105,Other,128GB
1151,105,Unlocked,128GB
1152,105,AT&T,256GB
1153,105,T-Mobile,256GB
1154,105,Verizon,256GB
1155,105,Other,256GB
1156,105,Unlocked,256GB
1157,105,AT&T,512GB
1158,105,T-Mobile,512GB
1159,105,Verizon,512GB
1160,105,Other,512GB
1161,105,Unlocked,512GB
1162,106,AT&T,128GB
1163,106,T-Mobile,128GB
1164,106,Verizon,128GB
1165,106,Other,128GB
1166,106,Unlocked,128GB
1167,106,AT&T,256GB
1168,106,T-Mobile,256GB
1169,106,Verizon,256GB
1170,106,Other,256GB
1171,106,Unlocked,256GB
1172,107,Unlocked,16GB
1173,107,Unlocked,64GB
1174,108,Unlocked,16GB
1175,108,Unlocked,64GB
1176,109,Unlocked,64GB
1177,110,Unlocked,64GB
1178,110,Unlocked,128GB
1179,111,Unlocked,64GB
1180,111,Unlocked,128GB
1181,112,Unlocked,64GB
1182,112,Unlocked,128GB
1183,113,Unlocked,64GB
1184,113,Unlocked,128GB
1185,113,Unlocked,256GB
1186,114,T-Mobile,128GB
1187,114,Unlocked,128GB
1188,114,T-Mobile,256GB
1189,114,Unlocked,256GB
1190,115,T-Mobile,128GB
1191,115,Unlocked,128GB
1192,115,T-Mobile,256GB
1193,115,Unlocked,256GB
1194,116,T-Mobile,128GB
1195,116,Unlocked,256GB
1196,117,Unlocked,256GB
1197,118,Unlocked,256GB
1198,119,T-Mobile,128GB
1199,119,Verizon,128GB
1200,119,Unlocked,128GB
1201,119,T-Mobile,256GB
1202,119,Verizon,256GB
1203,119,Unlocked,256GB
1204,120,T-Mobile,128GB
1205,120,Verizon,128GB
1206,120,Unlocked,128GB
1207,120,T-Mobile,256GB
1208,120,Verizon,256GB
1209,120,Unlocked,256GB
1210,121,T-Mobile,128GB
1211,121,Unlocked,128GB
1212,121,T-Mobile,256GB
1213,121,Unlocked,256GB
1214,121,T-Mobile,512GB
1215,121,Unlocked,512GB
1216,122,T-Mobile,128GB
1217,122,Unlocked,128GB
1218,122,T-Mobile,256GB
1219,122,Unlocked,256GB
1220,122,T-Mobile,512GB
1221,122,Unlocked,512GB
1222,123,Unlocked,128GB
1223,123,Unlocked,256GB
1224,123,T-Mobile,512GB
1225,123,Unlocked,512GB
1226,124,Unlocked,128GB
1227,124,T-Mobile,256GB
1228,124,Unlocked,256GB
1229,124,Unlocked,512GB
1230,125,T-Mobile,128GB
1231,125,Unlocked,128GB
1232,125,T-Mobile,256GB
1233,125,Unlocked,256GB
1234,126,T-Mobile,256GB
1235,126,Unlocked,256GB
1236,126,T-Mobile,512GB
1237,126,Unlocked,512GB
1238,127,T-Mobile,256GB
1239,127,T-Mobile,512GB
1240,127,Unlocked,256GB
1241,127,Unlocked,512GB
1242,128,T-Mobile,256GB
1243,128,Unlocked,256GB
1244,128,T-Mobile,512GB
1245,128,Unlocked,512GB
1246,129,T-Mobile,256GB
1247,129,T-Mobile,512GB
1248,129,Unlocked,256GB
1249,129,Unlocked,512GB
1250,130,AT&T,32GB
1251,130,T-Mobile,32GB
1252,130,Verizon,32GB
1253,130,Other,32GB
1254,130,Unlocked,32GB
1255,131,AT&T,32GB
1256,131,T-Mobile,32GB
1257,131,Verizon,32GB
1258,131,Other,32GB
1259,131,Unlocked,32GB
1260,131,AT&T,64GB
1261,131,T-Mobile,64GB
1262,131,Verizon,64GB
1263,131,Other,64GB
1264,131,Unlocked,64GB
1265,131,AT&T,128GB
1266,131,T-Mobile,128GB
1267,131,Verizon,128GB
1268,131,Other,128GB
1269,131,Unlocked,128GB
1270,132,AT&T,32GB
1271,132,T-Mobile,32GB
1272,132,Verizon,32GB
1273,132,Other,32GB
1274,132,Unlocked,32GB
1275,132,AT&T,64GB
1276,132,T-Mobile,64GB
1277,132,Verizon,64GB
1278,132,Other,64GB
1279,132,Unlocked,64GB
1280,132,AT&T,128GB
1281,132,T-Mobile,128GB
1282,132,Verizon,128GB
1283,132,Other,128GB
1284,132,Unlocked,128GB
1285,132,AT&T,256GB
1286,132,T-Mobile,256GB
1287,132,Verizon,256GB
1288,132,Other,256GB
1289,132,Unlocked,256GB
1290,133,AT&T,32GB
1291,133,T-Mobile,32GB
1292,133,Verizon,32GB
1293,133,Other,32GB
1294,133,Unlocked,32GB
1295,133,AT&T,64GB
1296,133,T-Mobile,64GB
1297,133,Verizon,64GB
1298,133,Other,64GB
1299,133,Unlocked,64GB
1300,133,AT&T,16GB
1301,133,T-Mobile,16GB
1302,133,Verizon,16GB
1303,133,Other,16GB
1304,133,Unlocked,16GB
1305,133,AT&T,128GB
1306,133,T-Mobile,128GB
1307,133,Verizon,128GB
1308,133,Other,128GB
1309,133,Unlocked,128GB
1310,134,AT&T,128GB
1311,134,T-Mobile,128GB
1312,134,Verizon,128GB
1313,134,Other,128GB
1314,134,Unlocked,128GB
1315,134,AT&T,256GB
1316,134,T-Mobile,256GB
1317,134,Verizon,256GB
1318,134,Other,256GB
1319,134,Unlocked,256GB
1320,135,AT&T,32GB
1321,135,T-Mobile,32GB
1322,135,Verizon,32GB
1323,135,Other,32GB
1324,135,Unlocked,32GB
1325,135,AT&T,64GB
1326,135,T-Mobile,64GB
1327,135,Verizon,64GB
1328,135,Other,64GB
1329,135,Unlocked,64GB
1330,136,AT&T,32GB
1331,136,T-Mobile,32GB
1332,136,Verizon,32GB
1333,136,Other,32GB
1334,136,Unlocked,32GB
1335,136,AT&T,64GB
1336,136,T-Mobile,64GB
1337,136,Verizon,64GB
1338,136,Other,64GB
1339,136,Unlocked,64GB
1340,136,Verizon,128GB
1341,136,Other,128GB
1342,136,Unlocked,128GB
1343,137,AT&T,64GB
1344,137,T-Mobile,64GB
1345,137,Verizon,64GB
1346,137,Other,64GB
1347,137,Unlocked,64GB
1348,137,AT&T,128GB
1349,137,T-Mobile,128GB
1350,137,Verizon,128GB
1351,137,Other,128GB
1352,137,Unlocked,128GB
1353,138,AT&T,64GB
1354,138,T-Mobile,64GB
1355,138,Verizon,64GB
1356,138,Other,64GB
1357,138,Unlocked,64GB
1358,138,AT&T,128GB
1359,138,T-Mobile,128GB
1360,138,Verizon,128GB
1361,138,Other,128GB
1362,138,Unlocked,128GB
1363,139,AT&T,128GB
1364,139,T-Mobile,128GB
1365,139,Verizon,128GB
1366,139,Other,128GB
1367,139,Unlocked,128GB
1368,139,AT&T,256GB
1369,139,T-Mobile,256GB
1370,139,Verizon,256GB
1371,139,Other,256GB
1372,139,Unlocked,256GB
1373,140,AT&T,512GB
1374,140,T-Mobile,512GB
1375,140,Verizon,512GB
1376,140,Other,512GB
1377,140,Unlocked,512GB
1378,141,AT&T,16GB
1379,141,T-Mobile,16GB
1380,141,Verizon,16GB
1381,141,Other,16GB
1382,141,Unlocked,16GB
1383,141,AT&T,32GB
1384,141,T-Mobile,32GB
1385,141,Verizon,32GB
1386,141,Other,32GB
1387,141,Unlocked,32GB
1388,141,AT&T,64GB
1389,141,T-Mobile,64GB
1390,141,Verizon,64GB
1391,141,Other,64GB
1392,141,Unlocked,64GB
1393,142,AT&T,16GB
1394,142,T-Mobile,16GB
1395,142,Verizon,16GB
1396,142,Other,16GB
1397,142,Unlocked,16GB
1398,142,AT&T,32GB
1399,142,T-Mobile,32GB
