variant_id,condition,price,enabled
152,Brand New,0.0,False
152,Flawless,0.0,False
152,Good,0.0,False
152,Fair,0.0,False
152,Minor Damage,0.0,False
152,Broken,0.0,False
153,Brand New,0.0,False
153,Flawless,0.0,False
153,Good,0.0,False
153,Fair,0.0,False
153,Minor Damage,0.0,False
153,Broken,0.0,False
154,Brand New,0.0,False
154,Flawless,0.0,False
154,Good,0.0,False
154,Fair,0.0,False
154,Minor Damage,0.0,False
154,Broken,0.0,False
155,Brand New,0.0,False
155,Flawless,0.0,False
155,Good,0.0,False
155,Fair,0.0,False
155,Minor Damage,0.0,False
155,Broken,0.0,False
156,Brand New,0.0,False
156,Flawless,0.0,False
156,Good,0.0,False
156,Fair,0.0,False
156,Minor Damage,0.0,False
156,Broken,0.0,False
157,Brand New,0.0,False
157,Flawless,0.0,False
157,Good,0.0,False
157,Fair,0.0,False
157,Minor Damage,0.0,False
157,Broken,0.0,False
158,Brand New,0.0,False
158,Flawless,0.0,False
158,Good,0.0,False
158,Fair,0.0,False
158,Minor Damage,0.0,False
158,Broken,0.0,False
159,Brand New,0.0,False
159,Flawless,0.0,False
159,Good,0.0,False
159,Fair,0.0,False
159,Minor Damage,0.0,False
159,Broken,0.0,False
160,Brand New,0.0,False
160,Flawless,0.0,False
160,Good,0.0,False
160,Fair,0.0,False
160,Minor Damage,0.0,False
160,Broken,0.0,False
161,Brand New,0.0,False
161,Flawless,0.0,True
161,Good,0.0,True
161,Fair,0.0,True
161,Minor Damage,0.0,True
161,Broken,0.0,True
162,Brand New,0.0,False
162,Flawless,0.0,True
162,Good,0.0,True
162,Fair,0.0,True
162,Minor Damage,0.0,True
162,Broken,0.0,True
163,Brand New,0.0,False
163,Flawless,0.0,True
163,Good,0.0,True
163,Fair,0.0,True
163,Minor Damage,0.0,True
163,Broken,0.0,True
164,Brand New,0.0,False
164,Flawless,0.0,False
164,Good,0.0,False
164,Fair,0.0,False
164,Minor Damage,0.0,False
164,Broken,0.0,False
165,Brand New,0.0,False
165,Flawless,0.0,True
165,Good,0.0,True
165,Fair,0.0,True
165,Minor Damage,0.0,True
165,Broken,0.0,True
166,Brand New,0.0,False
166,Flawless,0.0,True
166,Good,0.0,True
166,Fair,0.0,True
166,Minor Damage,0.0,True
166,Broken,0.0,True
167,Brand New,0.0,False
167,Flawless,0.0,True
167,Good,0.0,True
167,Fair,0.0,True
167,Minor Damage,0.0,True
167,Broken,0.0,True
168,Brand New,0.0,False
168,Flawless,0.0,True
168,Good,0.0,True
168,Fair,0.0,True
168,Minor Damage,0.0,True
168,Broken,0.0,True
169,Brand New,0.0,False
169,Flawless,0.0,False
169,Good,0.0,False
169,Fair,0.0,False
169,Minor Damage,0.0,False
169,Broken,0.0,False
170,Brand New,0.0,False
170,Flawless,0.0,True
170,Good,0.0,True
170,Fair,0.0,True
170,Minor Damage,0.0,True
170,Broken,0.0,True
171,Brand New,0.0,False
171,Flawless,0.0,True
171,Good,0.0,True
171,Fair,0.0,True
171,Minor Damage,0.0,True
171,Broken,0.0,True
172,Brand New,0.0,False
172,Flawless,0.0,True
172,Good,0.0,True
172,Fair,0.0,True
172,Minor Damage,0.0,True
172,Broken,0.0,True
173,Brand New,0.0,False
173,Flawless,0.0,True
173,Good,0.0,True
173,Fair,0.0,True
173,Minor Damage,0.0,True
173,Broken,0.0,True
174,Brand New,0.0,False
174,Flawless,0.0,False
174,Good,0.0,False
174,Fair,0.0,False
174,Minor Damage,0.0,False
174,Broken,0.0,False
175,Brand New,0.0,False
175,Flawless,0.0,True
175,Good,0.0,True
175,Fair,0.0,True
175,Minor Damage,0.0,True
175,Broken,0.0,True
176,Brand New,0.0,False
176,Flawless,0.0,True
176,Good,0.0,True
176,Fair,0.0,True
176,Minor Damage,0.0,True
176,Broken,0.0,True
177,Brand New,0.0,False
177,Flawless,0.0,True
177,Good,0.0,True
177,Fair,0.0,True
177,Minor Damage,0.0,True
177,Broken,0.0,True
178,Brand New,0.0,False
178,Flawless,0.0,True
178,Good,0.0,True
178,Fair,0.0,True
178,Minor Damage,0.0,True
178,Broken,0.0,True
179,Brand New,0.0,False
179,Flawless,0.0,False
179,Good,0.0,False
179,Fair,0.0,False
179,Minor Damage,0.0,False
179,Broken,0.0,False
180,Brand New,0.0,False
180,Flawless,0.0,True
180,Good,0.0,True
180,Fair,0.0,True
180,Minor Damage,0.0,True
180,Broken,0.0,True
181,Brand New,0.0,False
181,Flawless,0.0,True
181,Good,0.0,True
181,Fair,0.0,True
181,Minor Damage,0.0,True
181,Broken,0.0,True
182,Brand New,0.0,False
182,Flawless,0.0,True
182,Good,0.0,True
182,Fair,0.0,True
182,Minor Damage,0.0,True
182,Broken,0.0,True
183,Brand New,0.0,False
183,Flawless,0.0,True
183,Good,0.0,True
183,Fair,0.0,True
183,Minor Damage,0.0,True
183,Broken,0.0,True
184,Brand New,0.0,False
